plugin_id,scanner,title,description,plugin_type,is_eol
QUALYS370787,QUALYS,EOL/Obsolete Software: AutoVue 19.2 Detected,the host is running autovue 19.2 and provides no further support.end of life date : jul 2009qid detection logic (authenticated):this qid looks for the vulnerable version of autovue 19.2,,TRUE
QUALYS370788,QUALYS,EOL/Obsolete Software: AutoVue 19.3 Detected,the host is running autovue 19.3 and provides no further support.end of life date : jul 2011qid detection logic (authenticated):this qid looks for the vulnerable version of autovue 19.3,,TRUE
QUALYS370789,QUALYS,EOL/Obsolete Software: AutoVue 20.0 Detected,the host is running autovue 20.0 and provides no further support.end of life date : feb 2012qid detection logic (authenticated):this qid looks for the vulnerable version of autovue 20.0,,TRUE
QUALYS370790,QUALYS,EOL/Obsolete Software: AutoVue 20.1 Detected,the host is running autovue 20.1 and provides no further support.end of life date : mar 2016qid detection logic (authenticated):this qid looks for the vulnerable version of autovue 20.1,,TRUE
QUALYS370791,QUALYS,EOL/Obsolete Software: AutoVue 20.2 Detected,the host is running autovue 20.2 and provides no further support.end of life date : mar 2017qid detection logic (authenticated):this qid looks for the vulnerable version of autovue 20.2,,TRUE
QUALYS370807,QUALYS,IBM WebSphere Portal Apache Commons FileUpload Vulnerability (swg22012419),"ibm websphere portal is a solution for delivering web content and applications in an integrated, differentiated and personalized web experience.apache commons fileupload, as used in ibm websphere portal and other products, could allow a remote attacker to execute arbitrary code on the system, caused by deserialization of untrusted data in diskfileitem class of the fileupload library. a remote attacker could exploit this vulnerability to execute arbitrary code under the context of the current process.affected versions:ibm websphere portal 9.0ibm websphere portal 8.5ibm websphere portal 8.0ibm websphere portal 7.0qid detection logic (authenticated)",,FALSE
QUALYS370841,QUALYS,"F5 BIG-IP Application Security Manager (ASM) Traffic Management Microkernel (TMM) Domain Name System (DNS) Requests and Client Secure Sockets Layer (SSL) Denial of Service (DoS) Vulnerability (K23520761,K43121447)","f5 big-ip asm contains the following vulnerabilities:cve-2018-5502: attackers may be able to disrupt services on the big-ip system with maliciously crafted client certificate. this vulnerability affects virtual servers associated with client ssl profile which enables the use of client certificate authentication. client certificate authentication is not enabled by default in client ssl profile. there is no control plane exposure.  cve-2018-5505: when big-ip asm and big-ip analytics are both provisioned, the traffic management microkernel (tmm) may restart while processing dns requests when the virtual server is configured with a dns profile and the protocol setting is set to tcp.affected version:big-ip asm 13.1.0qid detection logic:this authenticated qid checks for the vulnerable versions of f5 big-ip devices.",,FALSE
QUALYS371149,QUALYS,EOL/Obsolete Software: McAfee Agent 4.8.x Detected,"the mcafee agent is the distributed component of mcafee epolicy orchestrator. it downloads and enforces policies, and executes client-side tasks such as deployment and updating. the agent also uploads events and provides additional data regarding each system status.mcafee announces end of life (eol) for all mcafee agent 4.8.x versions for windows, macintosh, and linux operating systems, effective march 31, 2018. as of this date, mcafee will no longer provide technical support for these versions.mcafee agent 4.8.x will continue to be available for hp-ux, aix, and solaris operating systems until further notice.eol affected versions:mcafee agent 4.8.0mcafee agent 4.8.0 patch 1mcafee agent 4.8.0 patch 2mcafee agent 4.8.0 patch 3all subsequent patches and hotfixes for these versionsqid detection logic(authenticated):it looks for hklm\system\currentcontrolset\services\mcafeeframework in windows, /etc/cma.d/epoagent3700lynx/config.xml in linux and /etc/cma.d/epoagent3700macx/config.xml in mac to detect the version.",,TRUE
QUALYS371355,QUALYS,"F5 BIG-IP Access Policy Manager (APM),Application Security Manager (ASM),Local Traffic Manager (LTM), Traffic Management Microkernel (TMM) (Secure Sockets Layer (SSL) Virtual Servers) Denial of Service (DoS) Vulnerability (K43625118)","f5 big-ip application security manager (asm) is a flexible web application firewall that secures web applications in traditional, virtual, and private cloud environments.f5 big-ip local traffic manager (ltm) is the most popular module offered on f5 networks big-ip platform. the real power of the ltm is it is a full proxy, allowing you to augment client and server side connections. all while making informed load balancing decisions on availability, performance, and persistence.f5 big-ip access policy manager (apm) is a secure, flexible, high-performance solution that provides unified global access to your network, cloud, and applications.an attacker sending specially crafted ssl records to a ssl virtual server will cause corruption in the ssl data structures leading to intermittent decrypt bad_record_mac errors.clients will be unable to access the application load balanced by a virtual server with an ssl profile until traffic management microkernel (tmm) is restarted.vulnerable component: tmm (ssl virtual servers)affected versions:14.0.0 - 14.0.0.213.0.0 - 13.1.0.712.1.0 - 12.1.3.511.6.1 - 11.6.3.211.5.1 - 11.5.611.2.1qid detection logic (authenticated):this qid checks for the vulnerable versions of f5 big-ip devices using the tmsh command.",,FALSE
QUALYS371703,QUALYS,EOL/Obsolete Software: TIBCO Enterprise Management Service (EMS) Prior to 8.2.2 Detected,"a tibco enterprise management service (ems) server provides messaging services for applications that communicate by monitoring queues. the tibco ems server ensures that sent messages are directed to the correct receive queue or ensures that messages are routed to another queue manager.tibco ems till v8.2.2 series reached end of life in its support cycle on april 30, 2018.since there are no further bug fixes or security updates for eol versions, it's highly recommended to migrate to newer supported versions.affected versions:tibco ems till v8.2.2qid detection logic(authenticated):this qid checks for the vulnerable version of tibco enterprise message server",,TRUE
QUALYS372123,QUALYS,Adobe Security Update for ColdFusion (APSB19-47),adobe coldfusion is an application for developing web sites. this security update fixes security bug(s) in adobe coldfusion.affected versions:adobe coldfusion (2016 release) prior to update 12qid detection logic (authenticated):this qid checks to see if adobe coldfusion and a .jar file required to mitigate this update are installed.,,FALSE
QUALYS373464,QUALYS,Gentoo Linux Mozilla Network Security Service (NSS) Multiple vulnerabilities (GLSA 202008-08),gentoo linux is a linux distributionnss has multiple information disclosure vulnerabilities when handling secret key material.affected packages: dev-libs/nss   prior to 3.55,,FALSE
QUALYS374464,QUALYS,EulerOS Security Update for nss (EulerOS-SA-2020-2487),euler has released security update for nss to fix the vulnerabilities.affected os: euleros v2.0sp9,,FALSE
QUALYS374475,QUALYS,EulerOS Security Update for nss (EulerOS-SA-2020-2500),euler has released security update for nss to fix the vulnerabilities.affected os: euleros v2.0sp9(x86_64),,FALSE
QUALYS374730,QUALYS,EulerOS Security Update for nss-softokn (EulerOS-SA-2020-2523),euler has released security update for nss-softokn to fix the vulnerabilities.affected os: euleros v2.0sp8,,FALSE
QUALYS375528,QUALYS,F5 BIG-IP TMM Vulnerability(K10751325),"f5's big-ip is a family of products covering software and hardware designed around application availability, access control, and security solutions.cve-2021-23011:  vulnerable component is traffic management microkernel (tmm).  when the big-ip system is buffering packet fragments for reassembly, the traffic management microkernel (tmm) may consume an excessive amount of resources, eventually leading to a restart and failover event.vulnerable component: big-ip all modulesaffected versions:16.0.0 - 16.0.115.0.0 - 15.1.214.1.0 - 14.1.313.1.0 - 13.1.312.1.0 - 12.1.511.6.1 - 11.6.5qid detection logic(authenticated):this qid checks for the vulnerable versions of f5 big-ip devices using the tmsh command.",,FALSE
QUALYS375530,QUALYS,F5 BIG-IP ASM WebSocket vulnerability(K18570111),"f5 big-ip asm (application security manager) is a flexible web application firewall that secures web applications in traditional, virtual, and private cloud environments.cve-2021-23010: when the big-ip asm system processes websocket requests with json payloads using the default json content profile in the asm security policy, the big-ip asm bd process may produce a core file.vulnerable component: big-ip asmaffected versions:16.0.0 - 16.0.115.1.0 - 15.1.114.1.0 - 14.1.313.1.0 - 13.1.312.1.0 - 12.1.5qid detection logic(authenticated):this qid checks for the vulnerable versions of f5 big-ip devices using the tmsh command.",,FALSE
QUALYS375593,QUALYS,Docker Engine Denial Of Service Vulnerability,"docker engine enables containerized applications to run anywhere consistently on any infrastructure.cve-2020-27534 - util/binfmt_misc/check.go in builder in docker engine calls os.openfile with a potentially unsafe qemu-check temporary pathname, constructed with an empty first argument in an ioutil.tempdir call.  affected versions:docker engine before 19.03.9note:this vulnerability is only affected to windows.qid detection logic(authenticated):vulnerable versions of docker from imagepath using the registry ""hklm\system\controlset001\services\docker"".",,FALSE
QUALYS375694,QUALYS,Python Pillow Library Buffer Overflow Vulnerability,"python imaging library is a free and open-source additional library for the python programming language that adds support for opening, manipulating, and saving many different image file formats. pillow is the friendly pil fork by alex clark and contributors. the python imaging library adds image processing capabilities to your python interpreter.pil since 1.1.4 and pillow since 1.0 allowed parameters passed into a convert function to trigger buffer overflow in convert.c.affected versions:pil since 1.1.4 and pillow since 1.0 upto 8.2.0qid detection logic:(authenticated)this qid checks for vulnerable pillow version with pip list command.",,FALSE
QUALYS375961,QUALYS,Palo Alto Networks GlobalProtect App Portal gateway Buffer Overflow Vulnerability (GPC-13039),the globalprotect app provides a simple way to extend the enterprise security policies out to mobile endpoints.affected versions :globalprotect app version 5.2 prior to version 5.2.8 on windowsglobalprotect app versions 5.1.x on windowsglobalprotect app  versions 5.0.x on windowsqid detection logic (authenticated):this checks for vulnerable version of pangps.exe file,,FALSE
QUALYS376012,QUALYS,Apple MacOS Monterey 12.0.1 Not Installed (HT212869),"macos monterey (version 12) is the 18th and current major release of macos, apple's desktop operating system for macintosh computers.cve-2021-30899: a race condition was addressed with improved state handling.cve-2021-30917: a memory corruption issue existed in the processing of icc profiles. this issue was addressed with improved input validation.cve-2021-30903: this issue was addressed with improved checks.cve-2021-30905: an out-of-bounds read was addressed with improved bounds checking.cve-2021-30919: an out-of-bounds write was addressed with improved input validation.cve-2021-30881: an input validation issue was addressed with improved memory handling.cve-2021-30895: a logic issue was addressed with improved restrictions.cve-2021-30896: a logic issue was addressed with improved restrictions.cve-2021-30906: this issue was addressed with improved checks.cve-2021-30824: a memory corruption issue was addressed with improved state management.cve-2021-30901: multiple out-of-bounds write issues were addressed with improved bounds checking.cve-2021-30821: a memory corruption issue was addressed with improved memory handling.cve-2021-30883:a memory corruption issue was addressed with improved memory handling.cve-2021-30886: a use after free issue was addressed with improved memory management.cve-2021-30909:a memory corruption issue was addressed with improved memory handling.cve-2021-30916: a memory corruption issue was addressed with improved memory handling.cve-2021-30864: a logic issue was addressed with improved state management.affected versions:apple macos big sur version before 12.0.1qid detection logic:this qid checks for vulnerable versions of monterey using sw_vers.",,FALSE
QUALYS376025,QUALYS,Adobe Creative Cloud Desktop Application Security Update (ASPB21-111),adobe has released an update for the creative cloud desktop. this update includes a fix for a critical vulnerability that could lead to arbitrary file system read in the context of current user.affected versions:creative cloud desktop application 5.5 and earlier.qid detection logic (authenticated):the qid checks vulnerable version of creative cloud app,,FALSE
QUALYS376120,QUALYS,"F5 BIG-IP Local Traffic Manager (LTM), Access Policy Manager (APM), Application Security Manager (ASM) Node.js Vulnerability (K07944249)","a node.js application that allows an attacker to trigger a dns request for a host of their choice could trigger a denial of service in versions prior to 15.2.1,  14.15.1, and 12.19.1 by getting the application to resolve a dns record with a larger number of responses. this is fixed in 15.2.1, 14.15.1, and 12.19.1. (cve-2020-8277)vulnerable component: big-ip apm,ltm,asmaffected versions:16.0.0 - 16.0.115.1.0 - 15.1.414.1.0 - 14.1.413.1.0 - 13.1.412.1.0 - 12.1.6qid detection logic(authenticated):this qid checks for the vulnerable versions of f5 big-ip devices using the tmsh command.",,FALSE
QUALYS376134,QUALYS,Adobe Animate Multiple Vulnerabilities (APSB21-105),adobe animate is a multimedia authoring and computer animation program developed by adobeaffected versions for windowsadobe animate 21.0.9 and earlier versions,,FALSE
QUALYS376136,QUALYS,Adobe Prelude Multiple Vulnerabilities (APSB21-96),"adobe prelude is an ingest and logging tool for tagging media with metadata for searching, post-production workflows, and footage lifecycle management.these updates address critical vulnerabilities in adobe prelude.affected versions:adobe prelude 10.1 and earlier versionsqid detection logic:(authenticated)this qid checks the windows registry to see if adobe prelude is installed. if found, it checks if the installed versions are vulnerable.",,FALSE
QUALYS38000,QUALYS,"""Systat"" Service Open","this service enables unauthorized remote users to determine the state of all processes running on this server.  the systat service contains a vulnerability in that it discloses the list of processes present on the server, the identity under which they run, the name of the users, the system version, etc.",,FALSE
QUALYS38001,QUALYS,"""Netstat"" Service Open","this service enables unauthorized remote users to determine the state of all communications with this server.  this service is often used to avoid connection problems while new network services are being installed.  the netstat service contains a vulnerability in that it discloses the list of services present on the server, as well as the addresses of remote hosts accessing those services.",,FALSE
QUALYS38002,QUALYS,UDP Test-Services,"this system is running udp services, which are generally used for networking testing purposes only (7 echo, 9 discard, 13 daytime, 17 quote of the day, 19 chargen, 37 time).  we recommend that no information be disclosed (even the current server time).moreover, on older operating systems, echo and chargen, or other combinations of udp services, can be used in tandem to flood the server.  this can be accomplished with attacks like udp bombs or udp packet storms.",,FALSE
QUALYS38105,QUALYS,ATandT WinVNC Remote Desktop Default Configuration Vulnerability,"at&t winvnc (virtual network computing) is a freeware package available from at&t labs cambridge that allows an existing desktop of a pc to be remotely available.during winvnc's default install process, a registry key is created that could allow a remote malicious user to modify the registry entry and allow un-authenticated access to the service. the registry key (hkey_local_machine\software\orl\winvnc3\) contains the connection password, ip and query restrictions, as well as other settings. by default, this key is created during install with ""administrator"" and ""system"" accounts having full control, and the ""everybody"" account having special access (read and modify).  please note that under windows 2000, this key has ""standard user"" privileges, which can accomplish the same thing.while it is possible for a remote malicious user to exploit this issue using regedit (blank the password value and set the ""authrequired"" key to 0), the machine needs to be a windows nt 4.0 system missing the registry permission patch. if the machine is patched, or is windows 2000, you must have administrator rights or equivalent to gain access from the network. if successful, a remote malicious user could gain complete access to the system.",,FALSE
QUALYS38385,QUALYS,Adobe Acrobat Reader Format String Vulnerability,"adobe acrobat reader is an application designed for reading portable document format (pdf) files. it is freely available for microsoft windows, apple mac os and unix and unix variants.a format string vulnerability has been reported with adobe's reader version 6.0.2. the problem exists due to improper parsing of "".etd"" files used in ""ebook"" transactions. a "".etd"" file containing a format string in the ""title"" or ""baseurl"" fields can cause invalid memory access.",,FALSE
QUALYS38662,QUALYS,EOL/Obsolete Software: Samba 4.x Detected,"samba is a free software re-implementation of the smb/cifs networking protocol, and provides file and print services for various microsoft windows clients. it can integrate with a microsoft windows server domain, either as a domain controller (dc) or as a domain member. as of version 4, it supports active directory and microsoft windows nt domains and runs on most unix, openvms and unix-like systems, such as linux, solaris, aix and the bsd variants, including apple's macos server, and macos client (mac os x 10.2 and greater).a end-of-life version of samba server was detected on the host. samba 4.11 is the current release series, pushing samba 4.10 in maintenance mode and version 4.9 in security fixes only mode. the support of samba 4.8 has been discontinued since 2019-09-17.",,TRUE
QUALYS38726,QUALYS,OpenSSH Username Enumeration Vulnerability,"openssh (openbsd secure shell) is a set of computer programs providing encrypted communication sessions over a computer network using the ssh protocol.a username enumeration vulnerability exists in openssh, that a remote attacker could leverage to enumerate valid users on a targeted system. the attacker could try to enumerate users by transmitting malicious packets. due to the vulnerability, if a username does not exist, then the server sends a ssh2_msg_userauth_failure message to the attacker. if the username exists, then the server sends a ssh2_msg_service_accept before calling fatal() and closes the connection.affected versions:openssh through 7.7qid detection logic:authenticated: vulnerable openssh versions are detected by running ssh -v command.unauthenticated: vulnerable openssh versions are detected from the banner exposed.",,FALSE
QUALYS38854,QUALYS,Symantec Advanced Secure Gateway (ASG) and ProxySG Authentication Bypass Vulnerability,"symantec proxysg (swg) is a proxy or web security gateway hardware/virtual appliance for content filtering, authentication, caching, icap relay.the symantec advanced secure gateway provides comprehensive protection and control over web traffic to support your security and application performance requirements.symantec proxysg and asg is prone:cve-2021-30648:authentication bypass vulnerabilityaffected asg versions.asg 6.6 and 6.7 prior to 6.7.5.12.asg 7.2 prior to 7.2.7.2.asg 7.3 prior to 7.3.3.3.affected proxysg versions.proxysg 6.5, 6.6, and 6.7 prior to 6.7.5.12.proxysg 7.2 prior to 7.2.7.2.proxysg 7.3 prior to 7.3.3.3.qid detection logicthe qid checks for vulnerable versions of proxysg and asg, the version is retrieved via snmp.",,FALSE
QUALYS42006,QUALYS,Symantec Veritas Backup Exec Agent Browser Stack Based Buffer Overflow,"symantec veritas is a network enabled backup solution. it is available for multiple platforms.a stack-based buffer overflow exists in the agent browser in symantec veritas backup exec versions 8.6, 9.0 and 9.1.",,FALSE
QUALYS43816,QUALYS,HPE Aruba OS Multiple Security Vulnerabilities (ARUBA-PSA-2020-012),"aruba networks provides data networking solutions for enterprises and businesses worldwide.a remote code execution vulnerability is present in network-listening  components in some versions of aruba os.   affected versions:for cve-2020-10713, cve-2020-24637affected versions:arubaos 8.5.0.10, 8.6.0.5, 8.7.0.0 and belowresolution:arubaos 8.5.0.11, 8.6.0.6, 8.7.1.0 and abovefor cve-2020-24634affected versions:arubaos 8.2.2.9, 8.3.0.13, 8.5.0.10, 8.6.0.5, 8.7.0.0 and belowresolution:arubaos 8.2.2.10, 8.3.0.14, 8.5.0.11, 8.6.0.6, 8.7.1.0 and abovesd-wan 2.1.0.2, 2.2.0.1 and abovefor cve-2020-24633affected versions:arubaos 6.4.4.23, 6.5.4.17, 8.2.2.9, 8.3.0.13, 8.5.0.10, 8.6.0.5, 8.7.0.0 and belowresolution:arubaos 6.4.4.24, 6.5.4.18, 8.2.2.10, 8.3.0.14, 8.5.0.11, 8.6.0.6, 8.7.1.0 and abovenote:6.4.x.x and 6.5.x.x branches are not affected by cve-2020-24634.note:sdwan hardware not supported.qid detection logic (unauthenticated):this qid gets the vulnerable aruba os version via snmp.",,FALSE
QUALYS43856,QUALYS,Hewlett Packard Enterprise (HPE) ArubaOS SAD Domain Name System (DNS) Side Channel Vulnerability (ARUBA-PSA-2021-008),aruba networks provides data networking solutions for enterprises and businesses worldwide.cve-2020-25705: a vulnerability made public under the name sad dns affects domain name system resolvers due to a vulnerability in the linux kernel when  handling icmp packets. this vulnerability is present in some aruba products which are listed below.affected versions:-- arubaos 6.4.x prior to 6.4.4.25-- arubaos 6.5.x: prior to 6.5.4.19-- arubaos 8.3.x: prior to 8.3.0.15-- arubaos 8.5.x: prior to 8.5.0.12-- arubaos 8.6.x: prior to 8.6.0.8-- arubaos 8.7.x: prior to 8.7.1.2note:sdwan hardware not supported.qid detection logic (unauthenticated):this qid gets the vulnerable arubaos version via snmp.,,FALSE
QUALYS50080,QUALYS,Sendmail Prescan() Variant Remote Buffer Overrun Vulnerability,"sendmail is prone to a buffer overrun vulnerability in the prescan() function. the issue exists in the ""parseaddr.c"" source file, and could allow for corruption of stack or heap memory, depending on where in the code the function is called from. one possible attack vector is if the function is indirectly invoked via parseaddr(), although others may also exist.a ""potential buffer overflow in ruleset parsing"" for sendmail 8.12.9, when using the nonstandard rulesets (1) recipient (2), final, or (3) mailer-specific envelope recipients, has unknown consequences.",,FALSE
QUALYS590422,QUALYS,Delta Industrial Automation DOPSoft (Update A) Multiple Vulnerabilities(ICSA-20-182-01),"affected productsthe following versions of dopsoft, a human machine interface (hmi) editing software, are affected:dopsoft version 4.00.08.15 and priorqid detection logic (authenticated)qid checks for the vulnerable version using windows registry keys",,FALSE
QUALYS590423,QUALYS,Delta Industrial Automation COMMGR Buffer Overflow Vulnerability(ICSA-21-110-03),"affected productsthe following versions of commgr, a communication management software, and accompanying plc simulators, are affected:commgr: version 1.12 and priorqid detection logic (authenticated)qid checks for the vulnerable version using windows registry keys",,FALSE
QUALYS590508,QUALYS,Siemens Interniche IP-Stack Multiple Vulnerabilities (SSA-789208),sentron 3wa com190 is an accessory module for 3wa circuit breakers and provides connectivity via profinet io and modbus tcp.sentron 3wl com35 is an accessory module for 3wl circuit breakers and provides connectivity via profinet io and modbus tcp.sentron 7km pac switched ethernet profinet expansion module is a plug-in device that provides  switched ethernet profinet v3 connectivity for 7km pac32x0 / 4200 and 3va com100/800 devices.affected productssentron 3wa com190:all versions prior to v2.0.0sentron 3wl com35: all versions prior to  v1.2.0sentron 7km pac switched ethernet profinet expansion module:all versions prior to v3.0.4qid detection logic (authenticated):qid checks for the vulnerable version using passive scanning,,FALSE
QUALYS590606,QUALYS,3S-Smart CODESYS V3 Unauthenticated Remote Heap Overflow Vulnerability (Advisory 2020-03),affected products:all variants of the following codesys v3 products in all versions prior v3.5.16.10 containing the cmprouter or cmprouterembedded component are affected.qid detection logic (authenticated)qid checks for the vulnerable version using windows registry keys,,FALSE
QUALYS590607,QUALYS,3S-Smart Software Solutions CODESYS Denial of Service (DoS) Vulnerability (Advisory 2020-02),all variants of the following codesys v3 products in all versions prior v3.5.16.10 containing the cmprouter or cmprouterembedded component are affected.qid detection logic (authenticated)qid checks for the vulnerable version using windows registry keys,,FALSE
QUALYS590608,QUALYS,Siemens SIMATIC HMI Devices (Update E) Multiple Vulnerabilities (ICSA-15-099-01E),"affected products:v13: all versions prior to wincc (tia portal) v13 sp1 upd2v12: all versions prior to  wincc (tia portal) v12 sp1 upd5simatic pcs 7: all versions prior to v8.1 sp1qid detection logic (authenticated):qid checks for  the vulnerable version of siemens using registry ""hklm\software\siemens""",,FALSE
QUALYS610344,QUALYS,Google Android Devices June 2021 Security Patch Missing,"android is a mobile operating system based on a modified version of the linux kernel and other open source software, designed primarily for touchscreen mobile devices such as smartphones and tablets.following security issues were discovered:cve-2020-11292,cve-2020-11291,cve-2020-26555,cve-2020-11176,cve-2020-26558,cve-2020-11304,cve-2020-11298,cve-2021-0530,cve-2021-0531,cve-2021-0532,cve-2021-0533,cve-2021-1925,cve-2021-0512,cve-2021-0513,cve-2021-0510,cve-2021-0511,cve-2021-0516,cve-2021-0517,cve-2020-14305,cve-2020-11267,cve-2020-11306,cve-2021-0520,cve-2021-1900,cve-2021-1937,cve-2021-0529,cve-2021-0528,cve-2021-0527,cve-2021-0526,cve-2021-0525,cve-2021-0523,cve-2021-0522,cve-2021-0521,cve-2021-0478,cve-2021-0505,cve-2021-0504,cve-2021-0507,cve-2021-0506,cve-2021-0509,cve-2021-0508",,FALSE
QUALYS610345,QUALYS,Google Android June 2021 Security Patch Missing for Samsung,"android is a mobile operating system based on a modified version of the linux kernel and other open source software, designed primarily for touchscreen mobile devices such as smartphones and tablets.following security issues were discovered:cve-2020-0000affected products :g series (g5, g6, g7, g8), v series(v10, v20, v30, v35, v40, v50) , q series(q6, q8) , x series(x300, x400, x500, x cam), cv series(cv1, cv3, cv5, cv7, cv1s, cv7as), mh(k40, k50, q60, q70)",,FALSE
QUALYS610346,QUALYS,Google Android June 2021 Security Patch Missing for LGE,"android is a mobile operating system based on a modified version of the linux kernel and other open source software, designed primarily for touchscreen mobile devices such as smartphones and tablets.following security issues were discovered:cve-2020-0000affected products :g series (g5, g6, g7, g8), v series(v10, v20, v30, v35, v40, v50) , q series(q6, q8) , x series(x300, x400, x500, x cam), cv series(cv1, cv3, cv5, cv7, cv1s, cv7as), mh(k40, k50, q60, q70)",,FALSE
QUALYS610347,QUALYS,Google Android May 2021 Security Patch Missing for Huawei EMUI,"android is a mobile operating system based on a modified version of the linux kernel and other open source software, designed primarily for touchscreen mobile devices such as smartphones and tablets.following security issues were discovered:cve-2020-0000affected devices :huawei p series: p30 pro, p30, p20 pro, p20huawei mate series: mate 20 x, mate 20 pro, mate 20, mate 20 rs, mate 10 pro, mate 10, porsche design huawei mate rs",,FALSE
QUALYS62028,QUALYS,EOL/Obsolete Software: Squid Proxy 3.5.x and Prior Detected,"squid is a caching and forwarding web proxy.an end of life version of squid proxy was detected on the host. the squid proxy is officially supported for the latest available version only. since there will be no further bug fixes or security updates for this version, it is recommended that you migrate to the latest supported squid release.qid detection logic:(authenticated)this qid checks for  squid proxy version by using the below command/usr/local/squid/sbin/squid -v/usr/sbin/squid -v",,TRUE
QUALYS630691,QUALYS,WhatsApp For Android Relative Path Traversal Vulnerability,a lack of filename validation when unzipping archives prior to whatsapp for android v2.21.8.13 and whatsapp business for android v2.21.8.13 could have allowed path traversal attacks that overwrite whatsapp files.,,FALSE
QUALYS630693,QUALYS,Goo Blog App For Android Improper Access Control Vulnerability,improper access control vulnerability in goo blog app for android ver.1.2.25 and earlier and for ios ver.1.3.3 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.,,FALSE
QUALYS630694,QUALYS,Hot Pepper Gourmet App For Android Incorrect Authorization Vulnerability,"improper access control vulnerability in hot pepper gourmet app for android ver.4.111.0 and earlier, and for ios ver.4.111.0 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.",,FALSE
QUALYS630695,QUALYS,Gurunavi For Android Incorrect Authorization Vulnerability,improper access control vulnerability in gurunavi app for android ver.10.0.10 and earlier and for ios ver.11.1.2 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.,,FALSE
QUALYS630696,QUALYS,Cisco Webex Meetings For Android Improper Access Control Vulnerability,"a vulnerability in cisco webex meetings for android could allow an authenticated, remote attacker to modify the avatar of another user. this vulnerability is due to improper authorization checks. an attacker could exploit this vulnerability by sending a crafted request to the cisco webex meetings client of a targeted user of a meeting in which they are both participants. a successful exploit could allow the attacker to modify the avatar of the targeted user.",,FALSE
QUALYS630697,QUALYS,WhatsApp For Android Out-of-bounds Write Vulnerability,"a missing bounds check within the audio decoding pipeline for whatsapp calls in whatsapp for android prior to v2.21.3, whatsapp business for android prior to v2.21.3, whatsapp for ios prior to v2.21.32, and whatsapp business for ios prior to v2.21.32 could have allowed an out-of-bounds write.",,FALSE
QUALYS630698,QUALYS,Union Pay For Android Improper Verification of Cryptographic Signature Vulnerability,"union pay up to 3.4.93.4.9, for android, contains a cwe-347: improper verification of cryptographic signature vulnerability, allows attackers to shop for free in merchants' websites and mobile apps, via a crafted authentication code (mac) which is generated based on a secret key which is null.",,FALSE
QUALYS630701,QUALYS,Google Chrome For Android Out-of-bounds Write Vulnerability,heap buffer overflow in autofill in google chrome on android prior to 91.0.4472.77 allowed a remote attacker to perform out of bounds memory access via a crafted html page.,,FALSE
QUALYS630703,QUALYS,Google Chrome For Android Injection Vulnerability,incorrect security ui in web app installs in google chrome on android prior to 90.0.4430.212 allowed an attacker who convinced a user to install a web application to inject scripts or html into a privileged page via a crafted html page.,,FALSE
QUALYS630706,QUALYS,eWeLink - Smart Home For Android Incorrect Authorization Vulnerability,unconstrained web access to the device's private encryption key in the qr code pairing mode in the ewelink mobile application (through 4.9.2 on android and through 4.9.1 on ios) allows a physically proximate attacker to eavesdrop on wi-fi credentials and other sensitive information by monitoring the wi-fi spectrum during a device pairing process.,,FALSE
QUALYS630707,QUALYS,Google Chrome For Android Origin Validation Error Vulnerability,incorrect security ui in downloads in google chrome on android prior to 90.0.4430.93 allowed a remote attacker to perform domain spoofing via a crafted html page.,,FALSE
QUALYS630710,QUALYS,Goo Blog App For iOS ImproperAccess Vulnerability,improper access control vulnerability in goo blog app for android ver.1.2.25 and earlier and for ios ver.1.3.3 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.,,FALSE
QUALYS630711,QUALYS,Hot Pepper Gourmet App For iOS Incorrect Authorization Vulnerability,"improper access control vulnerability in hot pepper gourmet app for android ver.4.111.0 and earlier, and for ios ver.4.111.0 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.",,FALSE
QUALYS630712,QUALYS,Gurunavi App For iOS Incorrect Authorization Vulnerability,improper access control vulnerability in gurunavi app for android ver.10.0.10 and earlier and for ios ver.11.1.2 and earlier allows a remote attacker to lead a user to access an arbitrary website via the vulnerable app.,,FALSE
QUALYS630713,QUALYS,Telegram app For iOS DoS Vulnerability,"the telegram app 7.6.2 for ios allows remote authenticated users to cause a denial of service (application crash) if the victim pastes an attacker-supplied message (e.g., in the persian language) into a channel or group. the crash occurs in mtprotokitframework.",,FALSE
QUALYS630714,QUALYS,WhatsApp For iOS Out-of-bounds Write Vulnerability,"a missing bounds check within the audio decoding pipeline for whatsapp calls in whatsapp for android prior to v2.21.3, whatsapp business for android prior to v2.21.3, whatsapp for ios prior to v2.21.32, and whatsapp business for ios prior to v2.21.32 could have allowed an out-of-bounds write.",,FALSE
QUALYS630715,QUALYS,Union Pay For iOS Improper Verification of Cryptographic Signature Vulnerability,"union pay up to 3.3.12, for ios mobile apps, contains a cwe-347: improper verification of cryptographic signature vulnerability, allows attackers to shop for free in merchants' websites and mobile apps, via a crafted authentication code (mac) which is generated based on a secret key which is null.",,FALSE
